Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.83,1.0,0.05,0.0952,1.0,1
2,1.67,1.0,0.1,0.1818,1.0,2
3,2.5,1.0,0.15,0.2609,1.0,3
4,3.33,1.0,0.2,0.3333,1.0,4
6,5.0,1.0,0.3,0.4615,1.0,6
7,5.83,1.0,0.35,0.5185,1.0,7
8,6.67,1.0,0.4,0.5714,1.0,8
9,7.5,1.0,0.45,0.6207,1.0,9
10,8.33,1.0,0.5,0.6667,1.0,10
12,10.0,1.0,0.6,0.75,1.0,12
18,15.0,1.0,0.9,0.9474,1.0,18
24,20.0,0.8333,1.0,0.9091,1.0,20
30,25.0,0.6667,1.0,0.8,1.0,20
36,30.0,0.5556,1.0,0.7143,1.0,20
42,35.0,0.4762,1.0,0.6452,1.0,20
48,40.0,0.4167,1.0,0.5882,1.0,20
54,45.0,0.3704,1.0,0.5405,1.0,20
60,50.0,0.3333,1.0,0.5,1.0,20
72,60.0,0.2778,1.0,0.4348,1.0,20
84,70.0,0.2381,1.0,0.3846,1.0,20
96,80.0,0.2083,1.0,0.3448,1.0,20
108,90.0,0.1852,1.0,0.3125,1.0,20
120,100.0,0.1667,1.0,0.2857,1.0,20
