Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.85,1.0,0.0976,0.1778,0.9981,4
9,1.92,1.0,0.2195,0.36,0.9981,9
14,2.99,1.0,0.3415,0.5091,0.9981,14
18,3.84,1.0,0.439,0.6102,0.9981,18
23,4.9,1.0,0.561,0.7188,0.9981,23
28,5.97,1.0,0.6829,0.8116,0.9981,28
32,6.82,0.9688,0.7561,0.8493,0.9981,31
37,7.89,0.9459,0.8537,0.8974,0.9981,35
42,8.96,0.9048,0.9268,0.9157,0.9981,38
46,9.81,0.8696,0.9756,0.9195,0.9981,40
70,14.93,0.5857,1.0,0.7387,0.9981,41
93,19.83,0.4409,1.0,0.6119,0.9981,41
117,24.95,0.3504,1.0,0.519,0.9981,41
140,29.85,0.2929,1.0,0.453,0.9981,41
164,34.97,0.25,1.0,0.4,0.9981,41
187,39.87,0.2193,1.0,0.3596,0.9981,41
211,44.99,0.1943,1.0,0.3254,0.9981,41
234,49.89,0.1752,1.0,0.2982,0.9981,41
281,59.91,0.1459,1.0,0.2547,0.9981,41
328,69.94,0.125,1.0,0.2222,0.9981,41
375,79.96,0.1093,1.0,0.1971,0.9981,41
422,89.98,0.0972,1.0,0.1771,0.9981,41
469,100.0,0.0874,1.0,0.1608,0.9981,41
